ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
8.3,222,2388,5,354,514,11,57,4,1
8.0,213,1545,7,318,376,9,55,4,1
8.8,262,2441,5,241,493,13,47,5,1
6.4,202,2644,5,322,567,12,55,3,1
7.1,179,1702,7,371,404,11,46,4,1
8.2,204,1741,6,276,346,12,83,5,1
8.3,201,2326,9,333,292,12,63,3,1
7.1,240,2310,8,339,487,15,88,3,1
7.8,240,2569,4,301,442,16,96,4,1
8.1,220,2011,7,354,366,19,53,4,1
5.9,165,2302,7,356,401,18,80,4,1
7.1,228,1561,6,326,402,14,80,3,1
4.3,138,1184,5,364,426,19,48,3,1
7.9,168,2872,9,353,517,11,79,4,1
6.9,184,1157,6,364,556,9,34,5,1
6.3,213,3016,5,333,339,14,43,5,1
6.6,203,2237,6,399,547,12,71,4,1
9.0,266,3444,4,333,343,14,64,3,1
7.1,166,1420,9,370,493,12,59,2,1
7.4,210,3107,6,312,460,16,41,3,1
9.2,184,2173,12,304,317,16,51,5,1
8.5,151,1914,11,390,374,9,70,4,1
6.5,224,2680,3,319,382,10,63,3,1
4.4,190,2086,2,333,515,18,63,3,1
7.8,187,2109,10,390,463,11,80,4,1
7.2,188,3131,8,333,398,15,69,3,1
6.6,208,2912,6,327,308,12,65,4,1
7.1,182,1754,8,333,305,11,61,4,1
4.3,124,1803,8,333,548,15,91,4,1
7.1,176,1267,8,354,344,12,83,4,1
4.9,162,1412,6,357,337,21,65,3,1
6.7,197,2601,6,346,473,18,69,4,1
5.8,148,3241,9,319,407,12,42,3,1
5.8,217,2964,4,328,310,14,62,3,1
8.8,248,1979,9,323,411,18,68,3,0
5.9,146,1967,4,320,414,15,84,4,0
6.0,178,1309,7,333,437,13,59,4,0
7.5,171,2706,5,378,325,13,97,4,0
6.6,190,1619,5,333,564,18,42,3,0
5.1,182,2359,9,326,445,15,68,4,0
6.5,180,2903,7,326,374,17,75,2,0
7.1,253,1203,4,325,422,13,40,3,0
5.7,199,954,8,343,378,21,80,1,0
8.1,203,1322,6,362,409,18,78,4,0
9.1,209,1687,2,333,294,8,70,4,0
7.6,203,2085,8,334,532,14,74,3,0
8.2,207,3108,6,332,369,17,55,4,0
2.9,126,1682,10,333,456,10,79,5,0
5.0,168,1769,9,333,353,17,67,4,0
5.0,141,4449,8,335,534,15,62,3,0
5.0,179,2255,10,296,450,14,82,3,0
7.1,206,1822,6,352,547,11,62,3,0
11.1,256,4353,4,333,433,12,55,4,0
5.8,169,1471,7,359,535,11,67,5,0
9.0,268,1306,7,358,549,12,63,4,0
4.0,145,1510,8,333,342,13,85,4,0
7.9,235,547,6,333,443,12,34,5,0
8.8,219,3336,5,324,443,17,79,2,0
6.7,172,3481,8,293,389,15,67,4,0
7.1,179,2206,8,333,386,10,69,4,0
4.5,120,3001,6,333,433,8,100,4,0
9.3,252,1313,6,320,349,13,58,3,0
6.9,220,2358,6,285,325,13,89,3,0
8.3,208,2487,4,333,441,19,50,2,0
8.9,233,1955,6,333,285,13,25,2,0
7.5,207,3942,8,325,569,14,66,3,0
10.2,243,1652,3,310,487,17,83,3,0
7.1,167,1153,7,361,625,14,74,4,0
6.0,164,994,7,350,374,16,65,3,0
7.1,183,1267,9,319,482,13,46,3,0
6.1,149,2360,6,302,393,17,54,4,0
8.0,187,4934,4,300,437,13,66,5,0
7.1,193,1851,8,333,374,13,43,2,0
7.0,199,2395,8,320,419,11,63,4,0
7.1,202,2225,6,304,434,13,64,4,0
8.2,212,2441,5,333,445,12,48,3,0
6.6,186,2272,6,330,385,12,72,4,0
7.3,188,3004,7,309,465,11,47,3,0
4.9,146,2022,6,368,346,15,56,3,0
6.9,223,1786,7,299,428,12,68,2,0
6.7,226,823,7,289,284,11,51,4,0
6.9,170,1747,5,363,641,17,40,4,0
9.9,278,1297,6,319,486,14,84,3,0
7.1,210,2689,4,329,344,15,66,4,0
8.0,233,820,8,333,461,12,68,3,0
9.8,218,1512,3,333,498,14,42,3,0
10.9,283,1517,4,334,420,12,72,4,0
9.8,263,1334,6,295,462,12,76,3,0
6.5,176,1853,6,336,491,13,96,4,0
4.1,146,2425,7,282,482,10,70,5,0
7.1,197,1296,6,362,503,18,80,3,0
7.1,232,3260,6,343,447,13,52,3,0
7.1,192,3652,7,333,474,16,82,4,0
6.2,193,3287,10,337,414,12,69,3,0
8.7,257,1272,10,356,506,11,69,3,0
8.2,245,1800,9,350,344,13,66,4,0
9.2,229,2456,7,372,395,14,40,3,0
7.1,208,1160,6,333,407,7,76,3,0
6.3,143,2257,5,338,573,15,48,3,0
5.7,165,2239,6,309,530,11,66,4,0
7.1,201,2950,3,325,428,8,76,4,0
7.1,139,3142,6,346,378,17,54,4,0
7.2,175,3493,5,332,411,11,60,4,0
7.4,188,1232,5,343,475,17,38,4,0
6.2,187,1049,7,322,467,21,68,4,0
9.1,215,1415,5,333,311,10,69,3,0
8.9,222,1925,5,395,467,10,73,3,0
6.8,179,2379,5,333,461,13,60,4,0
7.1,207,3057,4,341,393,15,81,3,0
8.5,183,3303,2,358,631,17,68,2,0
9.6,251,1715,6,346,410,18,82,3,0
5.5,150,4319,6,322,287,11,71,3,0
5.2,175,3347,8,319,484,16,94,5,0
7.3,197,2311,9,332,449,14,70,3,0
5.9,185,1434,9,333,409,14,64,3,0
5.7,158,2536,7,377,568,13,75,4,0
6.2,176,2636,9,347,453,13,61,5,0
7.3,191,4156,5,321,342,13,54,3,0
7.1,212,745,8,333,396,11,75,4,0
7.1,199,2597,6,336,344,12,46,3,0
3.1,142,2325,8,293,391,8,68,3,0
5.7,162,3188,8,350,550,15,72,4,0
8.3,245,792,8,373,348,14,84,4,0
7.1,206,2454,5,333,365,12,79,4,0
8.0,199,2042,8,380,333,14,62,3,0
7.4,218,813,6,310,518,15,50,4,0
9.7,244,1897,4,330,383,14,66,3,0
8.0,199,4036,7,333,293,14,68,3,0
7.1,250,2453,7,345,426,13,60,6,0
5.7,151,2637,5,333,468,8,102,5,0
8.4,224,2396,4,337,476,17,64,3,0
8.5,227,2735,7,349,388,12,80,4,0
6.2,178,2191,7,335,287,17,46,3,0
5.9,186,1890,8,328,427,13,52,3,0
6.4,176,2675,6,316,505,21,60,3,0
6.1,200,932,9,325,450,12,73,4,0
6.7,229,963,11,326,439,21,40,3,0
7.5,188,3192,5,334,436,15,43,4,0
5.9,192,1470,7,305,429,15,44,5,0
6.4,218,1281,10,333,421,8,79,4,0
8.6,209,2237,2,322,413,12,42,4,0
7.1,183,3129,4,333,411,14,77,3,0
8.6,214,3876,6,310,382,15,57,2,0
4.6,121,2298,8,372,260,13,66,3,0
7.1,143,1929,6,370,486,13,63,4,0
6.1,192,1727,8,333,413,12,85,5,0
9.7,240,2026,7,374,567,15,55,4,0
8.1,200,1551,6,333,421,8,53,4,0
7.1,209,784,7,433,421,16,66,4,0
6.9,206,1034,7,324,521,16,68,2,0
7.3,188,2426,6,326,500,13,65,3,0
7.8,212,2414,7,364,464,15,70,4,0
8.4,240,1082,8,317,426,8,49,3,0
6.9,184,1337,6,333,508,16,81,4,0
5.9,190,1276,8,323,499,12,54,4,0
6.4,207,984,9,320,466,19,58,4,0
5.3,149,1969,7,336,285,14,46,4,0
7.1,232,1063,7,334,542,14,85,4,0
8.5,224,2252,6,286,330,17,77,3,0
7.4,192,3699,5,333,590,18,24,4,0
11.2,237,2187,3,333,374,15,64,5,0
5.7,187,1219,8,351,577,14,66,3,0
6.6,152,2262,7,387,393,10,55,3,0
5.6,190,1230,8,311,399,18,67,3,0
7.1,183,2031,6,381,344,11,71,3,0
7.1,187,2898,5,333,478,15,69,3,0
7.1,223,872,8,333,375,15,64,3,0
7.5,227,1261,9,345,343,12,82,5,0
8.8,197,2012,5,329,356,11,45,2,0
7.7,211,1272,6,380,360,14,69,5,0
7.1,172,2444,7,333,571,11,56,4,0
6.4,181,1846,8,333,353,13,73,3,0
10.2,256,2870,7,326,552,8,66,4,0
7.8,223,1494,6,333,482,6,83,3,0
7.1,191,1754,8,333,323,19,61,4,0
9.8,244,1794,7,333,337,23,73,3,0
7.1,159,6122,3,312,377,17,82,3,0
6.4,182,1785,7,332,398,17,64,4,0
7.1,253,2886,8,364,479,15,70,4,0
8.4,228,2896,6,333,361,14,60,4,0
4.1,116,1710,8,322,360,7,70,4,0
7.7,233,2367,8,333,232,18,60,5,0
7.1,243,2097,6,350,487,10,84,3,0
5.7,170,1712,9,374,378,10,63,5,0
6.4,177,4124,6,333,486,13,65,4,0
5.5,190,1763,10,333,461,12,44,4,0
3.9,131,1963,7,305,456,16,81,4,0
7.6,253,1664,11,333,555,15,81,4,0
7.4,214,1169,9,375,356,15,80,3,0
7.8,193,2001,8,373,375,11,28,4,0
7.1,205,2482,7,329,386,9,69,4,0
7.5,192,1704,8,346,266,15,83,4,0
7.1,119,2233,8,351,472,16,62,4,0
5.1,155,1900,6,305,518,15,97,4,0
5.8,165,3002,8,334,494,16,69,5,0
5.9,163,1923,6,339,468,19,61,2,0
8.9,184,4180,3,337,461,13,42,4,0
10.2,244,2475,4,299,387,15,70,3,0
7.1,227,3210,3,321,433,11,57,3,0
7.7,221,2547,9,333,372,12,51,4,0
7.5,225,1624,8,350,331,13,60,2,0
7.1,217,3782,8,333,367,15,36,2,0
4.8,150,2754,7,296,521,16,44,2,0
5.7,182,1346,8,333,401,13,52,3,0
10.0,276,1874,9,361,457,21,93,5,0
3.2,120,1369,6,328,261,18,54,3,0
10.2,286,710,9,321,437,12,78,4,0
6.3,185,515,7,338,570,14,66,4,0
7.4,229,2863,8,302,437,11,78,3,0
9.3,256,2691,5,274,467,12,89,3,0
4.7,169,702,8,317,289,8,63,4,0
8.7,218,1479,6,366,416,8,72,5,0
8.0,228,2740,6,333,494,8,56,4,0
8.2,229,1319,6,334,605,14,103,3,0
9.3,230,1825,6,333,294,12,91,4,0
7.1,228,1859,5,333,475,13,54,4,0
4.9,153,955,7,349,496,11,61,3,0
6.1,211,444,9,333,316,17,53,3,0
5.7,146,1927,6,316,469,11,62,4,0
7.9,164,1764,7,333,634,21,33,4,0
11.9,298,1708,5,333,400,14,64,4,0
8.8,270,1213,10,360,437,15,67,5,0
4.1,113,4052,6,333,392,15,68,3,0
5.7,149,2862,5,333,465,12,65,4,0
8.0,237,1841,8,308,396,13,82,4,0
8.8,191,2176,4,387,435,11,56,3,0
8.3,222,2603,7,333,368,14,70,3,0
5.1,191,1773,9,309,413,12,88,5,0
5.8,184,1011,6,309,441,11,77,3,0
3.4,141,1601,8,333,580,10,94,3,0
5.9,148,1446,6,333,427,14,56,2,0
6.8,236,821,9,333,501,11,91,4,0
6.8,205,1832,6,297,494,13,70,4,0
4.9,136,2839,8,333,386,13,73,3,0
8.3,238,1163,3,276,406,15,66,2,0
7.8,225,1640,7,313,413,15,32,2,0
5.4,167,2493,7,334,400,18,70,2,0
4.6,156,1440,9,333,483,7,54,4,0
7.3,189,3235,6,341,490,12,61,2,0
7.1,196,2702,6,333,497,18,59,3,0
6.4,170,1607,5,331,311,15,54,4,0
9.3,248,1741,6,342,505,19,58,1,0
7.1,130,1742,6,322,524,15,75,5,0
8.9,278,1417,8,318,335,16,48,4,0
10.6,274,2155,6,350,331,12,66,5,0
6.8,196,1187,9,365,363,14,41,4,0
5.6,183,2041,9,336,368,11,66,4,0
6.1,179,2419,7,321,525,13,60,2,0
6.5,189,3045,6,297,476,14,47,4,0
8.5,197,2009,6,344,555,9,78,3,0
7.4,196,1746,6,355,300,13,80,3,0
7.1,252,2019,2,350,454,12,69,5,0
7.6,190,1640,5,333,402,13,95,4,0
7.1,249,442,8,293,268,18,68,4,0
6.2,163,4817,7,299,344,5,55,4,0
2.4,129,1168,9,301,503,8,76,3,0
7.5,215,1701,7,335,483,14,66,4,0
7.4,225,2474,9,333,402,15,87,3,0
4.8,136,2303,5,358,567,11,60,3,0
8.4,248,2782,7,343,433,18,53,5,0
7.9,213,1676,4,292,478,14,82,3,0
8.7,202,2552,3,326,461,16,104,3,0
6.1,207,1133,8,317,531,11,48,4,0
7.2,191,1470,6,313,525,12,108,3,0
8.3,236,1888,4,333,384,15,55,3,0
7.1,231,2146,8,360,375,12,66,3,0
4.6,152,1349,7,338,524,14,69,4,0
7.1,181,3005,7,360,378,17,66,3,0
3.7,173,2258,12,289,599,8,49,5,0
7.1,169,2313,8,337,330,14,58,3,0
7.9,208,2497,7,333,453,12,60,4,0
5.5,188,1611,8,333,363,12,74,4,0
4.9,159,3288,7,333,337,23,76,4,0
3.3,145,740,11,336,433,10,66,4,0
7.1,186,3152,6,335,380,19,75,4,0
7.8,200,2241,5,343,593,12,75,3,0
4.3,155,1335,8,321,387,7,77,2,0
7.1,214,1003,10,383,487,18,51,3,0
8.8,246,2117,7,343,753,16,60,3,0
5.3,160,926,9,358,464,11,67,3,0
7.9,182,2533,3,362,315,12,65,3,0
7.1,173,3065,4,333,525,14,57,4,0
6.5,175,2525,7,263,376,15,66,5,0
7.1,189,2027,6,333,314,10,46,4,1
5.7,171,1643,7,387,419,11,86,3,1
7.7,239,1532,8,373,425,17,66,4,1
6.4,173,1961,7,321,391,18,46,2,1
6.8,199,2629,7,354,397,22,51,3,1
7.0,152,2038,2,331,460,15,69,3,1
5.9,111,1541,6,347,277,13,74,4,1
7.5,192,3846,6,290,449,13,58,4,1
7.1,233,3664,10,435,337,16,61,4,1
5.3,142,72,8,333,496,15,60,3,1
9.0,227,3435,5,231,421,16,92,3,1
5.9,151,1235,7,342,471,15,57,3,1
6.2,195,1933,9,342,425,17,85,4,1
9.1,246,2795,5,308,434,21,44,3,1
7.1,210,1750,7,301,304,13,64,2,1
6.2,208,1214,8,333,325,13,33,1,1
7.8,221,4048,6,302,563,11,51,4,1
7.2,238,1470,8,450,365,14,53,2,1
4.6,134,2252,8,403,372,11,69,3,1
6.2,159,2153,8,272,509,11,99,2,1
5.6,153,1457,8,333,388,14,75,3,1
7.1,160,2656,7,322,372,11,57,5,1
7.2,209,2490,6,333,501,16,75,3,1
7.1,160,1394,8,380,344,15,75,4,1
7.0,225,1767,7,377,527,13,87,5,1
5.8,151,2541,7,313,494,14,77,3,1
7.4,211,2000,7,333,524,13,49,3,1
4.4,144,1738,8,333,402,13,55,3,1
6.6,174,2160,6,308,657,9,68,3,1
6.9,233,2260,6,368,412,16,62,4,1
7.1,176,1948,7,412,276,16,33,3,1
6.8,197,2252,5,399,422,15,47,4,1
8.6,244,1425,7,315,500,18,57,2,1
7.1,113,994,6,354,415,19,23,3,1
8.3,242,1271,5,371,561,15,61,3,1
7.1,157,1371,6,333,289,13,60,5,1
6.9,158,3117,6,333,531,11,59,3,1
5.6,159,2728,6,328,317,13,36,3,1
6.6,231,2642,9,418,443,15,61,3,1
5.0,153,2011,8,391,418,11,68,3,1
5.9,184,4084,7,331,563,21,58,3,1
7.1,232,1587,6,313,365,10,59,4,1
5.8,156,1567,8,333,571,17,74,2,1
5.0,154,2302,7,422,490,17,69,4,1
6.2,185,3728,8,333,411,16,84,3,1
6.3,167,1636,8,312,372,21,91,3,1
7.6,193,2051,6,333,394,14,39,5,1
5.8,200,2536,9,333,525,10,54,5,1
6.5,179,799,6,377,386,15,74,6,1
7.1,179,4759,8,333,548,13,58,3,1
6.9,196,3925,8,317,487,14,41,4,1
6.5,212,1923,7,333,424,12,49,4,1
6.4,185,1725,7,330,326,11,47,3,1
6.1,160,1388,7,366,449,18,64,2,1
6.4,208,2334,9,333,336,14,66,3,1
6.3,190,1464,9,399,448,16,74,4,1
7.1,161,2346,8,333,448,13,70,3,1
7.5,197,2667,7,269,375,13,69,3,1
7.6,205,1779,7,306,370,17,32,3,1
9.1,263,3841,7,274,437,18,74,5,1
8.0,224,687,8,418,360,12,73,3,1
7.3,149,1593,6,276,367,14,62,4,1
8.2,191,1647,6,333,354,15,63,2,1
8.0,244,3056,7,307,309,22,61,3,1
9.3,236,1285,5,276,329,12,55,3,1
7.3,216,1897,7,358,384,14,53,3,1
4.9,114,3285,7,365,533,16,45,5,1
4.8,153,2277,6,333,522,15,86,2,1
5.1,111,1128,5,389,315,12,81,4,1
4.9,159,3863,8,375,448,16,59,3,1
9.5,224,2137,5,227,431,15,52,4,1
7.0,219,2601,6,395,483,19,46,4,1
8.3,262,2129,7,350,538,17,72,4,1
6.6,188,3287,6,333,336,14,67,4,1
7.1,208,1783,8,351,278,10,52,5,1
6.8,190,2066,6,333,484,9,86,2,1
8.6,186,1368,6,254,392,12,53,3,1
9.8,254,1249,5,291,576,11,80,2,1
5.4,185,3602,9,343,347,14,66,3,1
5.6,207,3687,7,404,511,13,85,3,1
8.6,228,3301,8,333,328,17,66,3,1
7.3,178,2746,6,314,400,13,87,3,1
8.1,214,2717,6,253,490,12,65,3,1
7.1,222,1840,8,333,395,9,79,3,1
6.3,185,2592,8,321,490,10,51,4,1
6.2,210,3792,6,333,217,12,39,4,1
4.5,169,3030,7,413,385,17,70,3,1
9.0,205,1518,3,283,406,19,65,1,1
7.2,163,1423,7,324,441,9,89,4,1
4.2,134,2934,8,351,402,12,83,3,1
8.3,216,2355,5,333,450,8,39,3,1
7.9,220,1444,8,300,339,18,67,4,1
4.9,145,1490,9,392,459,10,52,4,1
5.2,152,2479,6,388,307,12,51,3,1
7.0,170,2016,5,378,512,15,64,4,1
4.9,166,1980,8,426,352,15,68,5,1
9.6,226,3073,6,333,278,13,69,4,1
7.3,176,1854,7,278,427,14,85,4,1
7.1,241,2265,7,333,315,16,46,3,1
7.1,181,2266,7,333,521,10,76,3,1
8.3,208,2010,6,235,528,14,74,4,1
8.3,229,1507,7,333,446,12,77,4,1
7.1,114,1367,9,441,524,11,71,3,1
7.2,250,2243,7,333,462,7,79,4,1
6.9,180,1543,7,325,480,20,61,4,1
7.1,256,1376,5,290,384,17,58,3,1
6.9,179,3072,6,284,393,7,63,2,1
6.8,178,3146,7,302,415,19,66,3,1
8.2,195,2832,5,281,588,18,70,4,1
8.9,278,2196,8,334,385,8,66,5,1
7.4,234,3140,7,283,428,22,87,4,1
7.1,168,2614,9,424,445,10,51,3,1
9.8,269,1019,7,298,580,12,51,3,1
6.8,184,4140,6,333,398,13,68,3,1
6.9,242,776,8,440,487,18,45,4,1
8.8,205,1312,6,263,399,18,67,4,1
6.3,236,2618,9,328,470,16,68,2,1
6.4,227,1617,7,411,355,9,82,4,1
5.9,192,1924,8,400,459,9,52,3,1
6.8,170,1405,8,333,544,13,77,3,1
7.3,198,3527,5,300,448,12,62,4,1
7.1,195,2244,6,333,484,12,57,5,1
5.1,147,3965,8,333,498,14,84,3,1
8.6,228,2970,5,257,517,15,52,4,1
8.1,220,2397,7,360,461,13,103,4,1
9.3,274,3888,8,244,504,15,62,3,1
7.0,203,1235,6,380,435,14,68,3,1
7.8,249,1339,8,393,443,10,76,4,1
6.6,202,1411,8,340,291,15,64,3,1
6.8,216,3215,8,343,526,20,60,4,1
7.2,196,2977,6,333,322,14,50,4,1
8.0,211,2695,7,333,638,13,69,3,1
7.6,225,1481,7,356,341,14,55,2,1
6.1,182,3132,7,318,498,11,81,2,1
7.9,269,1576,8,333,490,7,78,2,1
6.7,182,1682,7,355,434,16,69,3,1
7.1,208,2349,5,274,465,5,57,3,1
7.2,179,2131,5,333,435,11,79,3,1
7.1,194,4061,7,290,517,16,72,3,1
6.4,166,1221,7,376,352,20,66,2,1
5.0,136,1504,7,409,454,14,71,4,1
7.1,192,2579,6,318,509,13,84,3,1
8.2,195,2741,5,231,529,12,69,3,1
7.1,202,1750,7,310,429,17,78,3,1
5.3,181,1901,9,446,390,11,63,4,1
6.9,206,1794,7,333,601,11,58,4,1
7.5,212,1667,5,366,358,6,46,4,1
7.4,260,2673,8,361,376,17,101,3,1
7.1,154,3003,5,252,311,13,77,4,1
7.1,226,1846,6,358,366,10,61,3,1
5.5,200,2102,9,390,437,14,67,3,1
7.4,199,1718,6,388,357,16,75,4,1
9.3,317,2449,7,357,476,12,68,4,1
6.7,168,1717,6,330,404,10,52,4,1
5.5,182,2741,9,378,596,11,78,4,1
9.0,263,1537,6,355,561,22,61,3,1
9.1,266,992,6,352,542,10,65,4,1
4.1,185,997,10,333,307,9,64,4,1
7.1,209,1670,7,320,404,18,92,3,1
13.5,187,1347,6,333,411,15,74,3,0
7.2,199,1316,5,351,436,19,52,2,0
7.1,176,2600,7,358,336,14,90,4,0
7.0,166,1862,6,353,333,12,48,3,0
6.4,191,1478,6,333,527,18,69,5,0
7.1,231,1562,7,297,406,11,49,4,0
8.3,175,1262,6,333,452,17,101,4,0
6.3,178,2559,6,333,445,8,70,3,0
10.9,146,2767,7,333,376,17,85,3,0
9.9,114,2791,8,340,490,8,64,3,0
4.3,225,2716,6,325,446,17,43,4,0
4.2,201,1312,6,374,402,22,76,4,0
4.1,253,4062,7,265,432,19,61,3,0
5.3,193,3179,8,327,431,11,55,3,0
7.6,204,1994,6,333,517,13,54,3,0
7.7,174,3101,8,269,437,9,51,3,0
8.3,198,2891,7,304,429,14,83,2,0
6.5,188,2008,6,368,367,14,101,3,0
7.1,206,866,6,353,599,21,55,4,0
6.9,228,1390,6,281,403,17,66,4,0
8.6,257,1159,6,333,343,15,75,4,0
8.5,236,1315,5,333,547,16,74,4,0
4.0,210,3282,6,333,354,14,58,4,0
3.8,196,4505,8,324,493,8,85,4,0
3.8,178,2717,6,333,365,12,73,3,0
5.7,232,1648,6,294,385,18,76,5,0
9.4,224,2582,7,301,503,16,58,4,0
13.3,152,1846,6,334,450,17,85,2,0
7.1,184,2085,6,322,395,18,66,3,0
7.8,221,1374,6,287,460,12,66,4,0
7.1,220,746,4,333,320,13,40,4,0
1.4,228,1293,6,319,495,12,61,4,0
7.0,182,3203,7,376,325,14,70,4,0
10.9,166,1288,7,333,589,15,66,4,0
6.6,244,2389,6,273,330,9,47,4,0
9.0,222,1654,6,333,411,16,67,3,0
7.1,161,1158,6,333,393,11,78,4,0
4.3,192,3059,7,327,543,11,72,3,0
7.4,243,32,4,336,361,20,87,3,0
3.3,190,2876,7,333,424,13,58,4,0
7.1,239,1231,6,259,481,14,78,4,0
7.9,231,1744,6,333,389,13,95,3,0
8.0,165,1718,7,383,363,18,76,3,0
9.5,195,1994,7,300,382,14,78,4,0
5.2,119,3389,7,407,325,16,73,4,0
3.9,227,2420,7,333,292,19,61,4,0
7.1,193,1385,7,358,480,10,66,3,0
5.8,229,2743,6,277,596,14,67,3,0
5.9,184,3492,7,343,281,14,62,4,0
6.0,223,2443,6,305,284,15,40,3,0
6.1,211,3943,8,348,389,12,85,3,0
6.9,209,1542,6,293,396,15,66,3,0
8.1,200,2647,6,333,432,13,32,4,0
7.6,190,913,5,329,577,17,65,6,0
8.9,180,2606,8,327,378,17,48,4,0
6.5,163,824,6,402,601,17,55,4,0
7.8,203,1117,6,394,338,16,47,4,0
11.6,174,1935,6,332,366,17,38,5,0
6.8,196,2536,7,312,435,12,76,5,0
8.3,211,1123,6,360,525,15,62,3,0
1.0,221,3114,7,333,439,21,66,2,0
7.5,225,812,6,309,379,16,64,3,0
9.8,119,3878,9,380,512,14,59,3,0
10.2,211,1363,6,297,468,17,72,3,0
2.9,260,3923,7,303,403,11,69,3,0
7.1,200,2951,7,347,476,19,66,3,0
6.7,205,1884,6,363,555,8,66,3,0
7.0,219,2659,7,333,379,13,98,3,0
7.1,178,3504,7,357,381,17,71,3,0
6.2,183,3897,8,333,531,15,46,4,0
6.4,216,1932,5,283,358,14,41,4,0
6.1,162,2356,7,372,387,13,75,4,0
4.0,173,2402,8,391,444,19,59,4,0
4.3,229,2609,6,281,508,16,66,3,0
7.3,224,2356,7,280,487,8,68,3,0
10.9,177,2570,7,312,383,17,42,3,0
6.8,198,3588,7,333,470,10,58,3,0
11.5,195,1415,7,311,357,19,82,3,0
5.8,195,4311,7,281,325,15,51,4,0
7.1,183,2046,7,333,356,20,67,4,0
5.7,182,1790,7,333,546,15,81,3,0
7.8,196,2478,6,331,372,12,14,5,0
6.3,187,3265,8,314,463,14,60,4,0
8.6,217,2297,7,333,264,16,46,3,0
7.1,162,2628,8,369,403,12,66,5,0
7.1,177,1312,7,367,393,16,53,4,0
4.9,186,3280,7,293,392,10,85,3,0
7.1,202,3160,6,333,380,13,67,4,0
4.6,165,2293,7,352,323,13,79,4,0
9.1,209,1164,6,326,509,11,67,3,0
7.1,185,1611,6,355,386,11,38,2,0
4.2,194,2218,7,377,355,14,62,3,0
5.6,189,2613,8,361,434,16,88,3,0
7.1,155,2291,8,409,424,16,84,4,0
8.5,217,341,5,337,615,14,82,2,0
4.6,194,4426,8,333,460,17,79,4,0
8.9,194,1331,5,323,317,17,61,4,0
9.5,222,1445,6,293,433,9,67,3,0
6.0,139,2047,6,357,488,15,53,5,0
7.1,171,2041,6,367,354,16,63,3,0
4.7,170,4145,8,362,378,16,60,3,0
5.7,191,3589,8,378,307,12,60,3,0
10.9,162,1884,7,333,593,14,60,3,0
4.3,188,2233,6,325,306,16,82,4,0
7.9,197,2360,7,333,394,14,78,3,0
6.8,176,1283,5,393,447,15,104,2,0
7.3,169,1737,9,394,373,15,80,3,0
6.0,180,3324,8,364,392,20,50,3,0
5.4,250,1597,6,277,334,15,44,3,0
4.0,255,2861,7,290,442,9,71,4,0
7.1,254,995,4,333,364,11,59,3,0
7.7,196,1393,6,345,423,16,89,2,0
6.0,221,1843,6,316,443,19,53,3,0
7.7,166,1844,7,333,453,13,77,3,0
8.8,190,1170,6,380,386,16,85,4,0
7.6,170,2325,7,328,397,16,66,4,0
8.8,174,2556,8,333,371,14,47,4,0
7.1,188,2879,8,382,422,10,63,3,0
3.8,218,2353,6,352,421,19,58,4,0
3.7,230,1689,6,323,456,10,47,4,0
5.8,201,1532,6,328,281,19,55,4,0
3.7,187,2310,7,333,350,10,67,4,0
5.1,180,3274,7,328,389,13,66,3,0
6.6,198,1591,7,342,437,15,38,4,0
7.1,196,1859,7,321,552,15,81,4,0
3.1,198,4514,7,324,427,15,54,4,0
4.5,193,2776,6,330,556,22,81,4,0
5.6,203,2999,7,310,366,14,65,3,0
7.1,205,1603,7,397,459,19,70,4,0
10.3,166,1582,6,361,376,13,52,2,0
9.1,200,2827,7,333,453,12,64,3,0
4.6,199,2717,7,371,312,14,66,4,0
6.9,207,2435,7,313,477,16,75,4,0
5.6,264,2986,7,333,530,16,29,4,0
7.5,228,2216,7,333,545,16,90,4,0
5.6,172,2351,8,364,452,16,95,4,0
8.0,193,1461,7,332,468,10,67,4,0
8.2,210,2261,7,333,361,14,70,3,0
9.9,206,1318,5,333,426,14,75,4,0
7.1,191,1406,7,361,399,10,35,3,0
9.4,149,2718,7,333,398,17,57,4,0
9.6,195,1135,6,366,323,13,37,4,0
4.6,208,2930,6,304,456,10,111,4,0
6.9,154,2110,7,376,450,14,71,3,0
7.8,136,2648,7,426,471,14,51,3,0
7.1,215,1990,6,299,371,10,85,4,0
0.0,214,4945,7,333,583,7,77,4,0
8.4,177,1800,7,333,498,10,55,2,0
6.3,153,2431,8,367,295,12,91,3,0
11.5,186,1225,8,325,260,9,68,5,0
7.1,200,4058,6,263,283,14,58,4,0
9.3,201,1374,7,322,512,12,43,3,0
11.6,203,1510,7,333,447,21,61,3,0
10.3,163,2182,7,356,561,14,56,5,0
7.1,196,2191,6,359,401,14,77,3,0
5.3,245,2773,7,238,464,13,55,3,0
7.6,179,3030,6,329,355,13,66,3,0
7.1,202,2315,6,302,301,17,42,3,0
8.7,154,1590,6,419,444,14,49,3,0
5.3,174,2869,8,317,480,13,52,3,0
5.4,170,2719,8,376,401,14,81,3,0
8.7,198,3034,7,333,333,13,94,4,0
8.0,200,1299,6,356,394,11,43,3,0
8.6,206,1045,6,326,347,13,42,4,0
7.7,207,3041,7,289,273,19,52,3,0
